acqUNIXTime	acqDateTimestamp	VAC.VVSB_41731(mbar)	VAC.VGI_3(mbar)	VAC.VVSB_41737(mbar)	VAC.VGI_2(mbar)	TT900(°C)	TT909(°C)	Store_Position_TS4M(°)	
1439823855.032	17:04:15 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823856.125	17:04:16 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823857.246	17:04:17 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823858.388	17:04:18 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823859.530	17:04:19 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823860.628	17:04:20 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823861.729	17:04:21 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823862.858	17:04:22 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823864.012	17:04:24 17/08/2015		3.000000E+0	9.599980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823865.093	17:04:25 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823866.417	17:04:26 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823867.545	17:04:27 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823868.665	17:04:28 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823869.786	17:04:29 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823871.087	17:04:31 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823872.253	17:04:32 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823873.371	17:04:33 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823874.471	17:04:34 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823875.561	17:04:35 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823876.674	17:04:36 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823877.770	17:04:37 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823878.937	17:04:38 17/08/2015		3.000000E+0	9.799979E-9	5.000000E+0	4.999990E-9	8.5787	0.4051	168.3478	
1439823880.064	17:04:40 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823881.470	17:04:41 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823882.572	17:04:42 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823883.652	17:04:43 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823885.007	17:04:45 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823886.092	17:04:46 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823887.459	17:04:47 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.4051	168.3478	
1439823888.634	17:04:48 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823889.748	17:04:49 17/08/2015		3.000000E+0	9.799979E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823890.851	17:04:50 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823891.971	17:04:51 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823893.080	17:04:53 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823894.425	17:04:54 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823895.505	17:04:55 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823896.801	17:04:56 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823897.886	17:04:57 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823899.059	17:04:59 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823900.170	17:05:00 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823901.300	17:05:01 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.199989E-9	8.5787	0.3472	168.3478	
1439823902.478	17:05:02 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823903.652	17:05:03 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823904.793	17:05:04 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.199989E-9	8.5787	0.3472	168.3478	
1439823905.882	17:05:05 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823906.990	17:05:06 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.199989E-9	8.5787	0.3472	168.3478	
1439823908.092	17:05:08 17/08/2015		3.000000E+0	9.799979E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823909.203	17:05:09 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823910.323	17:05:10 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823911.449	17:05:11 17/08/2015		3.000000E+0	9.599980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823912.537	17:05:12 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823913.668	17:05:13 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823914.780	17:05:14 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823915.852	17:05:15 17/08/2015		3.000000E+0	9.599980E-9	5.000000E+0	4.999990E-9	8.5787	0.4051	168.3478	
1439823916.976	17:05:16 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823918.077	17:05:18 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823919.203	17:05:19 17/08/2015		3.000000E+0	9.699980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823920.283	17:05:20 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439823921.462	17:05:21 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439823922.576	17:05:22 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
