acqUNIXTime	acqDateTimestamp	VAC.VVSB_41731(mbar)	VAC.VGI_3(mbar)	VAC.VVSB_41737(mbar)	VAC.VGI_2(mbar)	TT900(°C)	TT909(°C)	Store_Position_TS4M(°)	
1439825231.079	17:27:11 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825232.205	17:27:12 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825233.485	17:27:13 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825234.735	17:27:14 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825235.827	17:27:15 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825237.127	17:27:17 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825238.241	17:27:18 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825239.618	17:27:19 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825240.698	17:27:20 17/08/2015		3.000000E+0	9.799979E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825241.799	17:27:21 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825242.890	17:27:22 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825243.989	17:27:23 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825245.111	17:27:25 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825246.198	17:27:26 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825247.329	17:27:27 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825248.628	17:27:28 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825249.748	17:27:29 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825251.071	17:27:31 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825252.391	17:27:32 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825253.657	17:27:33 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825255.006	17:27:35 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825256.350	17:27:36 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825257.487	17:27:37 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825258.818	17:27:38 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.199989E-9	8.5787	0.3472	168.3478	
1439825259.926	17:27:39 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825261.223	17:27:41 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.199989E-9	8.5787	0.3472	168.3478	
1439825262.356	17:27:42 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825263.667	17:27:43 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825264.792	17:27:44 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.199989E-9	8.5787	0.3472	168.3478	
1439825265.898	17:27:45 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825267.268	17:27:47 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825268.355	17:27:48 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825269.658	17:27:49 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825270.781	17:27:50 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825272.086	17:27:52 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825273.223	17:27:53 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825274.332	17:27:54 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825275.706	17:27:55 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825277.092	17:27:57 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825278.159	17:27:58 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825279.484	17:27:59 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825280.617	17:28:00 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825281.759	17:28:01 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825282.868	17:28:02 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825283.964	17:28:03 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825285.250	17:28:05 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825286.529	17:28:06 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825287.670	17:28:07 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825288.778	17:28:08 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825290.052	17:28:10 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825291.185	17:28:11 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825292.309	17:28:12 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825293.444	17:28:13 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825294.812	17:28:14 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825295.915	17:28:15 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825297.270	17:28:17 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825298.357	17:28:18 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825299.440	17:28:19 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825300.606	17:28:20 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825301.733	17:28:21 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825303.025	17:28:23 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825304.080	17:28:24 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825305.197	17:28:25 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825306.500	17:28:26 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825307.710	17:28:27 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825308.786	17:28:28 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825310.140	17:28:30 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825311.235	17:28:31 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825312.342	17:28:32 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825313.435	17:28:33 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825314.747	17:28:34 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825315.864	17:28:35 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825317.023	17:28:37 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825318.134	17:28:38 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825319.247	17:28:39 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825320.343	17:28:40 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825321.454	17:28:41 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825322.797	17:28:42 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825324.100	17:28:44 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825325.234	17:28:45 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825326.557	17:28:46 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825327.671	17:28:47 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825328.996	17:28:48 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825330.103	17:28:50 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825331.213	17:28:51 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825332.314	17:28:52 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825333.515	17:28:53 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825334.641	17:28:54 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825335.981	17:28:55 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825337.067	17:28:57 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825338.361	17:28:58 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825339.641	17:28:59 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825340.789	17:29:00 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825341.870	17:29:01 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825342.981	17:29:02 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825344.264	17:29:04 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825345.394	17:29:05 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825346.497	17:29:06 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825347.624	17:29:07 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825348.962	17:29:08 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.199989E-9	8.5787	0.3472	168.3478	
1439825350.239	17:29:10 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825351.311	17:29:11 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825352.487	17:29:12 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825353.588	17:29:13 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825354.918	17:29:14 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.199989E-9	8.5787	0.3472	168.3478	
1439825356.054	17:29:16 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825357.124	17:29:17 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825358.192	17:29:18 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825359.315	17:29:19 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825360.392	17:29:20 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	5.099989E-9	8.5787	0.3472	168.3478	
1439825361.537	17:29:21 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825362.854	17:29:22 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825363.969	17:29:23 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825365.084	17:29:25 17/08/2015		3.000000E+0	9.699980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825366.166	17:29:26 17/08/2015		3.000000E+0	9.799979E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825367.271	17:29:27 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.899990E-9	8.5787	0.3472	168.3478	
1439825368.400	17:29:28 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825369.486	17:29:29 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825370.598	17:29:30 17/08/2015		3.000000E+0	9.899980E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825371.684	17:29:31 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825372.994	17:29:32 17/08/2015		3.000000E+0	9.799979E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825374.141	17:29:34 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
1439825375.450	17:29:35 17/08/2015		3.000000E+0	9.999992E-9	5.000000E+0	4.999990E-9	8.5787	0.3472	168.3478	
