acqUNIXTime	acqDateTimestamp	VGHB_41738(mbar)	VGHB_41740(mbar)	VGI_2(°C)	VGHB_41779(°C)	VAC.VGI_3(°C)	VGI_1(°C)	VGHB_41752(°C)	
1439395390.010	20150812_180310		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395390.210	20150812_180310		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395390.410	20150812_180310		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395390.608	20150812_180310		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395390.835	20150812_180310		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395391.110	20150812_180311		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395391.310	20150812_180311		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395391.511	20150812_180311		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395391.712	20150812_180311		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395391.912	20150812_180311		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395392.135	20150812_180312		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395392.414	20150812_180312		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395392.615	20150812_180312		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395392.815	20150812_180312		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395393.014	20150812_180313		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395393.216	20150812_180313		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395393.440	20150812_180313		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395393.640	20150812_180313		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395393.840	20150812_180313		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395394.040	20150812_180314		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395394.315	20150812_180314		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395394.515	20150812_180314		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395394.715	20150812_180314		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395394.916	20150812_180314		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395395.116	20150812_180315		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395395.341	20150812_180315		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395395.541	20150812_180315		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395395.740	20150812_180315		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395396.017	20150812_180316		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395396.218	20150812_180316		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395396.417	20150812_180316		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395396.617	20150812_180316		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395396.817	20150812_180316		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395397.043	20150812_180317		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395397.316	20150812_180317		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395397.518	20150812_180317		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395397.719	20150812_180317		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395397.919	20150812_180317		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395398.119	20150812_180318		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395398.342	20150812_180318		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395398.544	20150812_180318		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395398.820	20150812_180318		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395399.020	20150812_180319		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395399.220	20150812_180319		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395399.421	20150812_180319		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395399.620	20150812_180319		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395399.846	20150812_180319		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395400.121	20150812_180320		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395400.319	20150812_180320		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395400.520	20150812_180320		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395400.721	20150812_180320		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395400.921	20150812_180320		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395401.146	20150812_180321		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395401.343	20150812_180321		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395401.622	20150812_180321		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395401.822	20150812_180321		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395402.023	20150812_180322		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395402.223	20150812_180322		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395402.423	20150812_180322		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395402.646	20150812_180322		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395402.845	20150812_180322		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395403.047	20150812_180323		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395403.248	20150812_180323		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395403.448	20150812_180323		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395403.723	20150812_180323		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395403.922	20150812_180323		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395404.123	20150812_180324		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395404.322	20150812_180324		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395404.522	20150812_180324		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395404.748	20150812_180324		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395404.947	20150812_180324		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395405.223	20150812_180325		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395405.424	20150812_180325		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395405.625	20150812_180325		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395405.824	20150812_180325		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395406.026	20150812_180326		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395406.250	20150812_180326		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395406.525	20150812_180326		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395406.724	20150812_180326		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395406.924	20150812_180326		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395407.124	20150812_180327		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395407.324	20150812_180327		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395407.550	20150812_180327		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395407.826	20150812_180327		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395408.026	20150812_180328		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395408.226	20150812_180328		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395408.427	20150812_180328		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395408.628	20150812_180328		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395408.930	20150812_180328		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395409.130	20150812_180329		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395409.330	20150812_180329		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395409.529	20150812_180329		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395409.729	20150812_180329		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395409.955	20150812_180329		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395410.228	20150812_180330		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395410.430	20150812_180330		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395410.629	20150812_180330		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395410.828	20150812_180330		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395411.030	20150812_180331		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395411.254	20150812_180331		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395411.532	20150812_180331		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395411.732	20150812_180331		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395411.932	20150812_180331		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395412.132	20150812_180332		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395412.332	20150812_180332		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395412.555	20150812_180332		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.199999E-8	1.099999E-8	1.200000E-8	
1439395412.757	20150812_180332		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.199999E-8	1.099999E-8	1.200000E-8	
1439395413.033	20150812_180333		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.199999E-8	1.099999E-8	1.200000E-8	
1439395413.234	20150812_180333		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.199999E-8	1.099999E-8	1.200000E-8	
1439395413.434	20150812_180333		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395413.633	20150812_180333		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395413.833	20150812_180333		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395414.057	20150812_180334		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395414.259	20150812_180334		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395414.535	20150812_180334		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395414.735	20150812_180334		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395414.935	20150812_180334		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395415.136	20150812_180335		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395415.336	20150812_180335		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395415.561	20150812_180335		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395415.761	20150812_180335		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395415.961	20150812_180335		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395416.236	20150812_180336		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395416.436	20150812_180336		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395416.636	20150812_180336		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395416.836	20150812_180336		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395417.036	20150812_180337		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395417.262	20150812_180337		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395417.538	20150812_180337		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395417.738	20150812_180337		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395417.937	20150812_180337		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395418.138	20150812_180338		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395418.338	20150812_180338		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395418.561	20150812_180338		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395418.761	20150812_180338		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395419.039	20150812_180339		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395419.238	20150812_180339		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395419.438	20150812_180339		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395419.638	20150812_180339		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395419.837	20150812_180339		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395420.063	20150812_180340		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395420.263	20150812_180340		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395420.463	20150812_180340		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395420.663	20150812_180340		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395420.864	20150812_180340		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395421.064	20150812_180341		1.400000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395421.339	20150812_180341		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395421.541	20150812_180341		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395421.741	20150812_180341		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395421.942	20150812_180341		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395422.141	20150812_180342		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.200000E-8	
1439395422.366	20150812_180342		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395422.564	20150812_180342		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395422.841	20150812_180342		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395423.041	20150812_180343		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395423.241	20150812_180343		1.400000E-8	1.000000E+4	6.199987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395423.441	20150812_180343		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395423.641	20150812_180343		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395423.864	20150812_180343		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395424.141	20150812_180344		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395424.341	20150812_180344		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.200000E-8	
1439395424.541	20150812_180344		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395424.740	20150812_180344		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395424.941	20150812_180344		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395425.168	20150812_180345		1.400000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395425.443	20150812_180345		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395425.642	20150812_180345		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395425.843	20150812_180345		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395426.043	20150812_180346		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395426.243	20150812_180346		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395426.468	20150812_180346		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395426.743	20150812_180346		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395426.943	20150812_180346		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395427.142	20150812_180347		1.300000E-8	1.000000E+4	6.199987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395427.344	20150812_180347		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395427.543	20150812_180347		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395427.768	20150812_180347		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395427.969	20150812_180347		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395428.242	20150812_180348		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395428.443	20150812_180348		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395428.644	20150812_180348		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395428.843	20150812_180348		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395429.143	20150812_180349		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	9.999992E-9	1.099999E-8	1.100000E-8	
1439395429.343	20150812_180349		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395429.544	20150812_180349		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395429.743	20150812_180349		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395429.943	20150812_180349		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395430.170	20150812_180350		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395430.444	20150812_180350		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395430.645	20150812_180350		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395430.845	20150812_180350		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395431.047	20150812_180351		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395431.246	20150812_180351		1.300000E-8	1.000000E+4	6.399987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395431.470	20150812_180351		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
1439395431.747	20150812_180351		1.300000E-8	1.000000E+4	6.299987E-9	1.000000E-9	1.099999E-8	1.099999E-8	1.100000E-8	
