acqUNIXTime	acqDateTimestamp	VAC.VGHB_41779(°C)	VAC.VGI_1(°C)	VAC.VGHB_41740(mbar)	VAC.VGI_2(°C)	(mbar)	
1439644270.404	20150815_151110		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644271.409	20150815_151111		8.600000E-10	8.600000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644272.409	20150815_151112		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644273.413	20150815_151113		8.600000E-10	8.600000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644274.413	20150815_151114		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644275.417	20150815_151115		8.700000E-10	8.700000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644276.427	20150815_151116		5.399989E-9	5.299989E-9	9.999992E-9	5.399989E-9	8.5556	
1439644277.432	20150815_151117		5.399989E-9	8.700000E-10	9.999992E-9	9.999992E-9	8.5556	
1439644278.436	20150815_151118		8.700000E-10	8.700000E-10	5.399989E-9	8.700000E-10	8.5556	
1439644279.436	20150815_151119		5.399989E-9	9.999992E-9	5.399989E-9	9.999992E-9	8.5556	
1439644280.500	20150815_151120		8.700000E-10	8.700000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644281.500	20150815_151121		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644282.504	20150815_151122		8.700000E-10	8.700000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644283.504	20150815_151123		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644284.508	20150815_151124		8.700000E-10	8.700000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644285.508	20150815_151125		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644286.512	20150815_151126		8.500000E-10	8.500000E-10	5.499988E-9	9.999992E-9	8.5556	
1439644287.512	20150815_151127		5.499988E-9	9.999992E-9	5.499988E-9	5.399989E-9	8.5556	
1439644288.516	20150815_151128		8.500000E-10	8.500000E-10	5.499988E-9	9.999992E-9	8.5556	
1439644289.516	20150815_151129		5.499988E-9	9.999992E-9	5.499988E-9	5.499988E-9	8.5556	
1439644290.520	20150815_151130		8.500000E-10	8.500000E-10	5.499988E-9	9.999992E-9	8.5556	
1439644291.520	20150815_151131		5.499988E-9	9.999992E-9	5.499988E-9	5.499988E-9	8.5556	
1439644292.896	20150815_151132		8.500000E-10	8.500000E-10	5.499988E-9	9.999992E-9	8.5556	
1439644293.896	20150815_151133		5.499988E-9	9.999992E-9	5.499988E-9	5.499988E-9	8.5556	
1439644294.900	20150815_151134		8.500000E-10	8.500000E-10	5.499988E-9	9.999992E-9	8.5556	
1439644295.900	20150815_151135		5.499988E-9	9.999992E-9	5.499988E-9	5.499988E-9	8.5556	
1439644296.904	20150815_151136		8.500000E-10	9.000000E-10	5.499988E-9	9.999992E-9	8.5556	
1439644297.903	20150815_151137		5.499988E-9	9.000000E-10	5.499988E-9	5.499988E-9	8.5556	
1439644298.915	20150815_151138		9.000000E-10	9.000000E-10	5.499988E-9	9.000000E-10	8.5556	
1439644299.915	20150815_151139		5.499988E-9	9.000000E-10	5.499988E-9	5.499988E-9	8.5556	
1439644300.919	20150815_151140		9.000000E-10	9.000000E-10	5.499988E-9	9.000000E-10	8.5556	
1439644301.919	20150815_151141		5.499988E-9	9.999992E-9	5.499988E-9	5.499988E-9	8.5556	
1439644303.022	20150815_151143		9.000000E-10	9.000000E-10	5.499988E-9	9.999992E-9	8.5556	
1439644304.022	20150815_151144		5.499988E-9	9.000000E-10	5.499988E-9	5.499988E-9	8.5556	
1439644305.026	20150815_151145		9.000000E-10	9.000000E-10	5.499988E-9	9.000000E-10	8.5556	
1439644306.026	20150815_151146		5.499988E-9	9.999992E-9	5.499988E-9	5.499988E-9	8.5556	
1439644307.030	20150815_151147		9.000000E-10	9.000000E-10	5.499988E-9	9.999992E-9	8.5556	
1439644308.030	20150815_151148		5.399989E-9	9.000000E-10	5.499988E-9	5.499988E-9	8.5556	
1439644309.034	20150815_151149		9.000000E-10	8.800000E-10	5.399989E-9	9.000000E-10	8.5556	
1439644310.034	20150815_151150		5.399989E-9	9.999992E-9	5.399989E-9	5.499988E-9	8.5556	
1439644311.038	20150815_151151		8.800000E-10	8.800000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644312.038	20150815_151152		5.399989E-9	8.800000E-10	5.399989E-9	5.399989E-9	8.5556	
1439644313.042	20150815_151153		8.800000E-10	8.800000E-10	5.399989E-9	8.800000E-10	8.5556	
1439644314.042	20150815_151154		5.399989E-9	8.800000E-10	5.399989E-9	5.399989E-9	8.5556	
1439644315.109	20150815_151155		8.800000E-10	8.800000E-10	5.399989E-9	8.800000E-10	8.5556	
1439644316.109	20150815_151156		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644317.113	20150815_151157		8.800000E-10	8.800000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644318.113	20150815_151158		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644319.121	20150815_151159		8.800000E-10	8.800000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644320.121	20150815_151200		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644321.241	20150815_151201		8.800000E-10	8.800000E-10	5.399989E-9	9.999992E-9	8.5556	
1439644322.241	20150815_151202		5.399989E-9	9.999992E-9	5.399989E-9	5.399989E-9	8.5556	
1439644323.245	20150815_151203		8.800000E-10	8.900000E-10	5.399989E-9	9.999992E-9	8.5556	
