acqUNIXTime	acqDateTimestamp	VAC.VGI_3(mbar)	VAC.VGHB_41740(mbar)	VAC.VGI_2(mbar)	TT900(°C)	TT909(°C)	
1439817955.444	15:25:55 17/08/2015		9.499980E-9	-1.00000000	-1.00000000	8.5787	0.3472	
1439817956.404	15:25:56 17/08/2015		9.799979E-9	5.299989E-9	-1.00000000	8.5787	0.3472	
1439817957.342	15:25:57 17/08/2015		9.699980E-9	5.299989E-9	-1.00000000	8.5787	0.3472	
1439817958.283	15:25:58 17/08/2015		9.999992E-9	5.299989E-9	-1.00000000	8.5787	0.3472	
1439817959.231	15:25:59 17/08/2015		9.799979E-9	5.299989E-9	-1.00000000	8.5787	0.3472	
1439817960.171	15:26:00 17/08/2015		9.899980E-9	5.299989E-9	-1.00000000	8.5787	0.3472	
1439817961.171	15:26:01 17/08/2015		9.799979E-9	-1.00000000	5.299989E-9	8.5787	0.3472	
1439817962.141	15:26:02 17/08/2015		9.499980E-9	5.299989E-9	-1.00000000	8.5787	0.3472	
1439817963.079	15:26:03 17/08/2015		9.799979E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817964.028	15:26:04 17/08/2015		9.699980E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817965.028	15:26:05 17/08/2015		9.999992E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817966.028	15:26:06 17/08/2015		9.999992E-9	-1.00000000	5.199989E-9	8.5787	0.3472	
1439817967.003	15:26:07 17/08/2015		9.899980E-9	5.199989E-9	5.199989E-9	8.5787	0.3472	
1439817968.003	15:26:08 17/08/2015		9.999992E-9	-1.00000000	-1.00000000	8.5787	0.3472	
1439817968.902	15:26:08 17/08/2015		9.999992E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817969.902	15:26:09 17/08/2015		9.799979E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817970.902	15:26:10 17/08/2015		9.799979E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817971.830	15:26:11 17/08/2015		9.799979E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817972.781	15:26:12 17/08/2015		9.999992E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817973.735	15:26:13 17/08/2015		9.899980E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817974.677	15:26:14 17/08/2015		9.599980E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817975.627	15:26:15 17/08/2015		9.799979E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817976.628	15:26:16 17/08/2015		9.999992E-9	-1.00000000	5.199989E-9	8.5787	0.3472	
1439817977.628	15:26:17 17/08/2015		9.999992E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817978.628	15:26:18 17/08/2015		9.999992E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817979.628	15:26:19 17/08/2015		9.999992E-9	5.199989E-9	5.199989E-9	8.5787	0.3472	
1439817980.628	15:26:20 17/08/2015		9.999992E-9	-1.00000000	-1.00000000	8.5787	0.3472	
1439817981.628	15:26:21 17/08/2015		9.799979E-9	-1.00000000	5.199989E-9	8.5787	0.3472	
1439817982.628	15:26:22 17/08/2015		9.899980E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817983.628	15:26:23 17/08/2015		9.899980E-9	-1.00000000	5.199989E-9	8.5787	0.3472	
1439817984.596	15:26:24 17/08/2015		9.999992E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817985.540	15:26:25 17/08/2015		9.899980E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817986.540	15:26:26 17/08/2015		9.799979E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817987.540	15:26:27 17/08/2015		9.799979E-9	-1.00000000	5.199989E-9	8.5787	0.3472	
1439817988.458	15:26:28 17/08/2015		9.799979E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817989.405	15:26:29 17/08/2015		9.899980E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817990.345	15:26:30 17/08/2015		9.799979E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817991.345	15:26:31 17/08/2015		9.999992E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439817992.345	15:26:32 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439817993.283	15:26:33 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439817994.235	15:26:34 17/08/2015		9.799979E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439817995.235	15:26:35 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439817996.135	15:26:36 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439817997.084	15:26:37 17/08/2015		9.899980E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439817998.039	15:26:38 17/08/2015		9.799979E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439817998.987	15:26:38 17/08/2015		9.899980E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439817999.934	15:26:39 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818000.944	15:26:40 17/08/2015		9.799979E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818001.944	15:26:41 17/08/2015		9.999992E-9	5.099989E-9	5.099989E-9	8.5787	0.3472	
1439818002.944	15:26:42 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818003.944	15:26:43 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818004.895	15:26:44 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818005.837	15:26:45 17/08/2015		9.599980E-9	5.099989E-9	5.099989E-9	8.5787	0.3472	
1439818006.837	15:26:46 17/08/2015		9.999992E-9	-1.00000000	-1.00000000	8.5787	0.3472	
1439818007.836	15:26:47 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818008.856	15:26:48 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818009.871	15:26:49 17/08/2015		9.999992E-9	5.099989E-9	5.099989E-9	8.5787	0.3472	
1439818010.871	15:26:50 17/08/2015		9.699980E-9	5.099989E-9	5.099989E-9	8.5787	0.3472	
1439818011.883	15:26:51 17/08/2015		9.699980E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818012.883	15:26:52 17/08/2015		9.799979E-9	5.099989E-9	5.099989E-9	8.5787	0.3472	
1439818013.883	15:26:53 17/08/2015		9.999992E-9	5.099989E-9	5.099989E-9	8.5787	0.3472	
1439818014.884	15:26:54 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818015.884	15:26:55 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818016.884	15:26:56 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818017.801	15:26:57 17/08/2015		9.999992E-9	5.099989E-9	5.099989E-9	8.5787	0.3472	
1439818018.801	15:26:58 17/08/2015		9.899980E-9	-1.00000000	-1.00000000	8.5787	0.3472	
1439818019.801	15:26:59 17/08/2015		9.999992E-9	5.099989E-9	-1.00000000	8.5787	0.3472	
1439818020.801	15:27:00 17/08/2015		9.999992E-9	-1.00000000	5.099989E-9	8.5787	0.3472	
1439818021.824	15:27:01 17/08/2015		9.999992E-9	5.199989E-9	-1.00000000	8.5787	0.3472	
1439818022.824	15:27:02 17/08/2015		9.999992E-9	5.199989E-9	5.099989E-9	8.5787	0.3472	
1439818023.824	15:27:03 17/08/2015		9.999992E-9	4.999990E-9	5.199989E-9	8.5787	0.3472	
1439818024.824	15:27:04 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818025.823	15:27:05 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818026.836	15:27:06 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818027.836	15:27:07 17/08/2015		9.999992E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818028.838	15:27:08 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818029.838	15:27:09 17/08/2015		9.999992E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818030.845	15:27:10 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818031.845	15:27:11 17/08/2015		9.999992E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818032.743	15:27:12 17/08/2015		9.999992E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818033.743	15:27:13 17/08/2015		9.899980E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818034.715	15:27:14 17/08/2015		9.899980E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818035.740	15:27:15 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818036.740	15:27:16 17/08/2015		9.999992E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818037.740	15:27:17 17/08/2015		9.999992E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818038.640	15:27:18 17/08/2015		9.999992E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818039.648	15:27:19 17/08/2015		9.799979E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818040.631	15:27:20 17/08/2015		9.999992E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818041.629	15:27:21 17/08/2015		9.699980E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818042.617	15:27:22 17/08/2015		9.799979E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818043.618	15:27:23 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818044.544	15:27:24 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818045.544	15:27:25 17/08/2015		9.899980E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818046.552	15:27:26 17/08/2015		9.899980E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818047.523	15:27:27 17/08/2015		9.599980E-9	4.999990E-9	4.999990E-9	8.5787	0.3472	
1439818048.523	15:27:28 17/08/2015		9.899980E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818049.494	15:27:29 17/08/2015		9.899980E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818050.434	15:27:30 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818051.434	15:27:31 17/08/2015		9.799979E-9	-1.00000000	4.999990E-9	8.5787	0.3472	
1439818052.434	15:27:32 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818053.358	15:27:33 17/08/2015		9.999992E-9	5.099989E-9	4.999990E-9	8.5787	0.3472	
1439818054.358	15:27:34 17/08/2015		9.799979E-9	-1.00000000	-1.00000000	8.5787	0.3472	
1439818055.307	15:27:35 17/08/2015		9.999992E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
1439818056.307	15:27:36 17/08/2015		9.899980E-9	4.999990E-9	-1.00000000	8.5787	0.3472	
