acqUNIXTime	acqDateTimestamp	VGHB_41738(mbar)	VGHB_41740(mbar)	VGI_2(°C)	VGHB_41779(°C)	VAC.VGI_3(°C)	VGI_1(°C)	VGHB_41752(°C)	
1439376337.906	20150812_124537		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376338.110	20150812_124538		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376338.309	20150812_124538		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376338.510	20150812_124538		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376338.711	20150812_124538		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376338.910	20150812_124538		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376339.110	20150812_124539		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376339.311	20150812_124539		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376339.511	20150812_124539		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376339.713	20150812_124539		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376339.915	20150812_124539		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376340.112	20150812_124540		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376340.313	20150812_124540		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376340.513	20150812_124540		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376340.713	20150812_124540		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376340.914	20150812_124540		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376341.089	20150812_124541		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376341.314	20150812_124541		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376341.512	20150812_124541		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376341.791	20150812_124541		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376341.990	20150812_124541		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376342.190	20150812_124542		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376342.391	20150812_124542		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376342.591	20150812_124542		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376342.813	20150812_124542		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376343.012	20150812_124543		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376343.212	20150812_124543		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376343.414	20150812_124543		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376343.615	20150812_124543		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376343.815	20150812_124543		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376344.014	20150812_124544		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376344.214	20150812_124544		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376344.416	20150812_124544		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376344.615	20150812_124544		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376344.815	20150812_124544		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376345.016	20150812_124545		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376345.216	20150812_124545		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376345.417	20150812_124545		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376345.614	20150812_124545		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376345.814	20150812_124545		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376346.014	20150812_124546		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376346.217	20150812_124546		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376346.417	20150812_124546		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376346.617	20150812_124546		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376346.817	20150812_124546		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376347.017	20150812_124547		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376347.214	20150812_124547		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376347.415	20150812_124547		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376347.615	20150812_124547		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376347.817	20150812_124547		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376348.017	20150812_124548		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376348.217	20150812_124548		1.400000E-8	1.000000E+4	6.199987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376348.417	20150812_124548		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376348.618	20150812_124548		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376348.819	20150812_124548		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376349.017	20150812_124549		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376349.217	20150812_124549		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376349.417	20150812_124549		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376349.620	20150812_124549		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376349.817	20150812_124549		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376350.020	20150812_124550		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376350.219	20150812_124550		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376350.420	20150812_124550		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376350.620	20150812_124550		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376350.820	20150812_124550		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376351.020	20150812_124551		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376351.220	20150812_124551		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376351.421	20150812_124551		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376351.618	20150812_124551		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376351.896	20150812_124551		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376352.097	20150812_124552		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376352.296	20150812_124552		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376352.497	20150812_124552		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376352.697	20150812_124552		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376352.920	20150812_124552		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376353.120	20150812_124553		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376353.321	20150812_124553		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376353.520	20150812_124553		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376353.720	20150812_124553		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376353.923	20150812_124553		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376354.123	20150812_124554		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376354.322	20150812_124554		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376354.522	20150812_124554		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376354.722	20150812_124554		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376354.923	20150812_124554		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376355.123	20150812_124555		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376355.321	20150812_124555		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376355.524	20150812_124555		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376355.724	20150812_124555		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376355.922	20150812_124555		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376356.123	20150812_124556		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376356.323	20150812_124556		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376356.523	20150812_124556		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376356.723	20150812_124556		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376356.924	20150812_124556		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376357.124	20150812_124557		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376357.324	20150812_124557		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376357.524	20150812_124557		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376357.724	20150812_124557		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376357.923	20150812_124557		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376358.122	20150812_124558		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376358.322	20150812_124558		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376358.523	20150812_124558		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376358.725	20150812_124558		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376358.924	20150812_124558		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376359.125	20150812_124559		1.400000E-8	1.000000E+4	6.099987E-9	9.700000E-10	1.199999E-8	1.099999E-8	1.100000E-8	
1439376359.326	20150812_124559		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376359.527	20150812_124559		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376359.727	20150812_124559		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376359.926	20150812_124559		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376360.127	20150812_124600		1.400000E-8	1.000000E+4	5.999988E-9	9.700000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376360.325	20150812_124600		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376360.527	20150812_124600		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
1439376360.727	20150812_124600		1.400000E-8	1.000000E+4	6.099987E-9	9.800000E-10	1.099999E-8	1.099999E-8	1.100000E-8	
