CommTime	UNIX timestamp		Time (ms)		VAC.VGI_1/PR (mbar)
16.000000	3520403790952		15			1.399999E-8
16.000000	3520403790968		17			1.399999E-8
16.000000	3520403790984		16			1.399999E-8
14.000000	3520403791000		16			1.399999E-8
16.000000	3520403791014		15			1.399999E-8
23.000000	3520403791030		16			1.399999E-8
26.000000	3520403791053		23			1.399999E-8
17.000000	3520403791079		25			1.399999E-8
15.000000	3520403791096		18			1.399999E-8
17.000000	3520403791111		15			1.399999E-8
16.000000	3520403791128		17			1.399999E-8
16.000000	3520403791144		17			1.399999E-8
16.000000	3520403791160		16			1.399999E-8
15.000000	3520403791176		17			1.399999E-8
15.000000	3520403791191		15			1.399999E-8
14.000000	3520403791206		15			1.399999E-8
17.000000	3520403791220		15			1.399999E-8
23.000000	3520403791237		17			1.399999E-8
14.000000	3520403791260		23			1.399999E-8
15.000000	3520403791275		15			1.399999E-8
15.000000	3520403791290		15			1.399999E-8
16.000000	3520403791305		16			1.399999E-8
17.000000	3520403791321		16			1.399999E-8
17.000000	3520403791338		18			1.399999E-8
15.000000	3520403791355		17			1.399999E-8
15.000000	3520403791370		15			1.399999E-8
15.000000	3520403791385		16			1.399999E-8
15.000000	3520403791400		15			1.399999E-8
16.000000	3520403791415		15			1.399999E-8
16.000000	3520403791431		17			1.399999E-8
16.000000	3520403791447		16			1.399999E-8
15.000000	3520403791463		17			1.399999E-8
15.000000	3520403791478		15			1.399999E-8
15.000000	3520403791493		15			1.399999E-8
16.000000	3520403791508		16			1.399999E-8
15.000000	3520403791524		16			1.399999E-8
15.000000	3520403791539		15			1.399999E-8
15.000000	3520403791554		16			1.399999E-8
14.000000	3520403791570		16			1.399999E-8
15.000000	3520403791584		14			1.399999E-8
17.000000	3520403791599		16			1.399999E-8
15.000000	3520403791616		17			1.399999E-8
17.000000	3520403791631		16			1.399999E-8
16.000000	3520403791648		17			1.399999E-8
14.000000	3520403791664		16			1.399999E-8
15.000000	3520403791679		16			1.399999E-8
14.000000	3520403791695		16			1.399999E-8
14.000000	3520403791709		14			1.399999E-8
16.000000	3520403791723		15			1.399999E-8
14.000000	3520403791739		16			1.399999E-8
15.000000	3520403791753		14			1.399999E-8
15.000000	3520403791768		16			1.399999E-8
16.000000	3520403791783		15			1.399999E-8
21.000000	3520403791799		17			1.399999E-8
18.000000	3520403791821		21			1.399999E-8
19.000000	3520403791839		19			1.399999E-8
17.000000	3520403791858		19			1.399999E-8
16.000000	3520403791875		17			1.399999E-8
15.000000	3520403791891		17			1.399999E-8
15.000000	3520403791907		16			1.399999E-8
15.000000	3520403791922		16			1.399999E-8
15.000000	3520403791938		16			1.399999E-8
16.000000	3520403791953		15			1.399999E-8
17.000000	3520403791969		17			1.399999E-8
15.000000	3520403791986		17			1.399999E-8
15.000000	3520403792001		15			1.399999E-8
14.000000	3520403792016		16			1.399999E-8
16.000000	3520403792030		14			1.399999E-8
16.000000	3520403792046		16			1.399999E-8
15.000000	3520403792062		17			1.399999E-8
16.000000	3520403792077		15			1.399999E-8
17.000000	3520403792093		17			1.399999E-8
15.000000	3520403792111		18			1.399999E-8
14.000000	3520403792126		15			1.399999E-8
15.000000	3520403792140		15			1.399999E-8
17.000000	3520403792155		15			1.399999E-8
15.000000	3520403792172		18			1.399999E-8
16.000000	3520403792188		16			1.399999E-8
18.000000	3520403792204		16			1.399999E-8
16.000000	3520403792222		19			1.399999E-8
16.000000	3520403792238		16			1.399999E-8
15.000000	3520403792254		16			1.399999E-8
15.000000	3520403792269		16			1.399999E-8
15.000000	3520403792284		15			1.399999E-8
15.000000	3520403792299		16			1.399999E-8
15.000000	3520403792314		15			1.399999E-8
15.000000	3520403792330		16			1.399999E-8
15.000000	3520403792345		16			1.399999E-8
14.000000	3520403792361		16			1.399999E-8
14.000000	3520403792375		14			1.399999E-8
15.000000	3520403792389		15			1.399999E-8
15.000000	3520403792404		15			1.399999E-8
14.000000	3520403792419		15			1.399999E-8
21.000000	3520403792433		15			1.399999E-8
15.000000	3520403792454		21			1.399999E-8
14.000000	3520403792469		16			1.399999E-8
14.000000	3520403792483		14			1.399999E-8
14.000000	3520403792497		14			1.399999E-8
16.000000	3520403792511		15			1.399999E-8
14.000000	3520403792527		16			1.399999E-8
15.000000	3520403792541		14			1.399999E-8
16.000000	3520403792556		16			1.399999E-8
